0.02581	0.00415
0.03553	0.00415
0.05147	0.00442
0.06143	0.0049
0.07364	0.00518
0.09756	0.00518
0.11449	0.00587
0.12695	0.00614
0.14464	0.00587
0.15435	0.00635
0.16855	0.00711
0.17827	0.00807
0.18997	0.00931
0.20841	0.00979
0.22012	0.01055
0.23681	0.01227
0.25474	0.01303
0.27941	0.01571
0.29535	0.0184
0.3088	0.01791
0.32723	0.02232
0.36809	0.02549
0.40446	0.03134
0.45054	0.03602
0.51631	0.04855
0.61122	0.05343
0.67599	0.06569
0.76891	0.07574
0.8541	0.07305
1.15204	0.10293
