0	0.36922
0.01	0.36924
0.02	0.36926
0.04	0.36983
0.06	0.37206
0.08	0.37763
0.1	0.38859
0.12	0.40731
0.14	0.43638
0.16	0.47855
0.18	0.53667
0.2	0.61363
0.22	0.71232
0.24	0.83562
0.26	0.98631
0.28	1.16706
0.3	1.38044
0.32	1.62883
0.34	1.91445
0.36	2.23934
0.38	2.60528
0.4	3.01388
